1738182275000,104215.03488889
1738182276000,104218.51977778
1738182277000,104218.51977778
1738182278001,104215.06444444
1738182279000,104203.53444444
1738182280000,104203.53444444
1738182281000,104192.84844444
1738182282000,104190.26777778
1738182283000,104186.99977778
1738182284000,104186.99977778
1738182285000,104135.75200000
1738182286000,104135.75200000
1738182287000,104126.82288889
1738182288000,104110.36466667
1738182289000,104112.93200000
1738182290000,104122.25000000
1738182291000,104122.25000000
1738182292000,104109.58133333
1738182293000,104126.04088889
1738182294000,104158.74800000
1738182295000,104159.48200000
1738182296000,104158.76955556
1738182297000,104157.76400000
1738182298000,104153.27888889
1738182299000,104153.27888889
1738182300000,104152.49155556
1738182301000,104152.49155556
1738182302000,104151.78200000
1738182303000,104118.03177778
1738182304000,104118.03177778
1738182305001,104108.99488889
1738182306000,104114.67488889
1738182307000,104114.67488889
1738182308000,104169.64066667
1738182309000,104188.06111111
1738182310000,104188.06111111
1738182311000,104192.53266667
1738182312000,104195.50800000
1738182313000,104195.80600000
1738182314000,104195.80600000
1738182315000,104208.87711111
1738182316000,104223.59866667
1738182317000,104223.59866667
1738182318000,104225.34911111
1738182319000,104219.27933333
1738182320000,104223.61533333
1738182321000,104228.50022222
1738182322000,104214.47555556
1738182323000,104200.05000000
1738182324000,104200.05000000
1738182325000,104172.87133333
1738182326000,104164.29200000
1738182327000,104164.29200000
1738182328000,104169.68133333
1738182329000,104170.08600000
1738182330000,104202.41444444
1738182331000,104202.41444444
1738182332000,104282.14333333
1738182333000,104298.75422222
1738182334000,104298.75422222
1738182335000,104284.78800000
1738182336000,104275.28266667
1738182337000,104275.28266667
1738182338000,104272.84911111
1738182339000,104280.50977778
1738182340000,104287.63577778
1738182341000,104308.83622222
1738182342000,104308.83622222
1738182343000,104355.16088889
1738182344000,104358.74777778
1738182345000,104372.86888889
1738182346000,104385.39800000
1738182347000,104390.96488889
1738182348000,104402.41600000
1738182349000,104402.41600000
1738182350000,104405.17755556
1738182351000,104406.58822222
1738182352000,104413.15755556
1738182353000,104410.27688889
1738182354000,104399.30377778
1738182355000,104399.30377778
1738182356000,104403.10422222
1738182357000,104395.39311111
1738182358000,104395.39311111
1738182359001,104366.76688889
1738182360000,104374.32133333
1738182361000,104374.32133333
1738182362000,104376.92888889
1738182363000,104376.92888889
1738182364000,104369.73533333
1738182365001,104369.73533333
1738182366000,104385.93755556
1738182367000,104385.93755556
1738182368001,104406.57755556
1738182369000,104406.57755556
1738182370000,104411.91888889
1738182371000,104416.34222222
1738182372000,104416.34222222
1738182373000,104419.16044444
1738182374000,104426.98266667
1738182375000,104426.28888889
1738182376000,104426.23600000
1738182377000,104402.92111111
1738182378000,104402.92111111
