1738182275000,3143.58428571
1738182276000,3143.53214286
1738182277000,3143.53214286
1738182278001,3143.27071429
1738182279000,3143.40095238
1738182280000,3143.40095238
1738182281000,3143.63976190
1738182282000,3143.78809524
1738182283000,3143.25190476
1738182284000,3143.25190476
1738182285000,3141.34357143
1738182286000,3141.34357143
1738182287000,3140.18976190
1738182288000,3140.18976190
1738182289000,3140.32190476
1738182290000,3141.40047619
1738182291000,3141.40047619
1738182292000,3141.30690476
1738182293000,3141.77619048
1738182294000,3142.80761905
1738182295000,3142.71952381
1738182296000,3142.56285714
1738182297000,3142.52952381
1738182298000,3142.57690476
1738182299000,3142.57690476
1738182300000,3142.48238095
1738182301000,3142.48238095
1738182302000,3142.36309524
1738182303000,3141.97142857
1738182304000,3141.97142857
1738182305001,3141.96095238
1738182306000,3142.18000000
1738182307000,3142.18000000
1738182308000,3142.91309524
1738182309000,3143.30404762
1738182310000,3143.30404762
1738182311000,3143.59738095
1738182312000,3143.84452381
1738182313000,3143.68261905
1738182314000,3143.68261905
1738182315000,3143.98571429
1738182316000,3144.31809524
1738182317000,3144.31809524
1738182318000,3144.56190476
1738182319000,3145.03642857
1738182320000,3144.87095238
1738182321000,3145.08238095
1738182322000,3144.34952381
1738182323000,3143.97761905
1738182324000,3143.97761905
1738182325000,3142.38238095
1738182326000,3142.55642857
1738182327000,3142.55642857
1738182328000,3142.76642857
1738182329000,3142.45071429
1738182330000,3143.20452381
1738182331000,3143.20452381
1738182332000,3145.88690476
1738182333000,3146.26904762
1738182334000,3146.26904762
1738182335000,3147.24166667
1738182336000,3148.01309524
1738182337000,3148.01309524
1738182338000,3147.85642857
1738182339000,3148.35500000
1738182340000,3148.41785714
1738182341000,3149.29095238
1738182342000,3149.29095238
1738182343000,3149.90190476
1738182344000,3149.87928571
1738182345000,3150.11761905
1738182346000,3150.46761905
1738182347000,3150.81761905
1738182348000,3150.94928571
1738182349000,3150.94928571
1738182350000,3151.39404762
1738182351000,3151.58571429
1738182352000,3153.76333333
1738182353000,3154.78928571
1738182354000,3154.98976190
1738182355000,3154.98976190
1738182356000,3156.57666667
1738182357000,3156.58095238
1738182358000,3156.58095238
1738182359001,3154.96309524
1738182360000,3155.69238095
1738182361000,3155.69238095
1738182362000,3155.69952381
1738182363000,3155.69952381
1738182364000,3155.45500000
1738182365001,3155.45500000
1738182366000,3157.48547619
1738182367000,3157.48547619
1738182368001,3159.68214286
1738182369000,3159.68214286
1738182370000,3159.30023810
1738182371000,3160.85547619
1738182372000,3160.85547619
1738182373000,3160.73000000
1738182374000,3163.12547619
1738182375000,3164.22857143
1738182376000,3163.98119048
1738182377000,3162.83166667
1738182378000,3162.83166667
1738182379000,3165.91047619
1738182380000,3165.91047619
1738182381000,3168.68571429
1738182382001,3168.69952381
1738182383000,3168.69952381
