1739307433000,2596.16452381
1739307434000,2596.11880952
1739307435000,2596.11880952
1739307436001,2596.07500000
1739307437000,2596.08428571
1739307438000,2596.07380952
1739307439000,2596.07380952
1739307440000,2596.22428571
1739307441000,2596.51166667
1739307442000,2596.44833333
1739307443000,2596.38190476
1739307444000,2596.38190476
1739307445000,2596.21261905
1739307446000,2596.21261905
1739307447000,2596.12880952
1739307448000,2596.11452381
1739307449001,2596.12523810
1739307450000,2596.12690476
1739307451000,2596.12690476
1739307452000,2596.13238095
1739307453000,2596.13238095
1739307454000,2596.50666667
1739307455000,2596.13309524
1739307456000,2596.13309524
1739307457000,2595.88476190
1739307458000,2596.13952381
1739307459000,2596.13952381
1739307460000,2596.26761905
1739307461000,2596.26761905
1739307462000,2596.70952381
1739307463000,2596.71476190
1739307464001,2596.72071429
1739307465000,2596.63976190
1739307466000,2596.61119048
1739307467000,2596.61119048
1739307468000,2596.41809524
1739307469000,2596.32285714
1739307470000,2596.32285714
